,Smiling,Male,Young,Blond_Hair,Wearing_Hat
066510.jpg,1,1,1,-1,-1
196617.jpg,-1,-1,1,-1,-1
060865.jpg,1,-1,-1,1,-1
047715.jpg,-1,-1,1,-1,-1
080148.jpg,1,-1,1,-1,-1
171734.jpg,-1,1,1,-1,-1
079977.jpg,1,-1,1,-1,-1
124262.jpg,1,-1,1,1,-1
152649.jpg,1,-1,1,-1,-1
173552.jpg,-1,-1,1,-1,-1
029756.jpg,-1,1,-1,-1,-1
136478.jpg,1,-1,1,1,-1
088297.jpg,-1,-1,1,-1,-1
155351.jpg,-1,1,1,-1,-1
156687.jpg,1,-1,1,1,-1
077095.jpg,1,1,1,-1,-1
010202.jpg,-1,-1,-1,-1,-1
026539.jpg,-1,-1,1,1,-1
181597.jpg,1,1,1,-1,-1
031956.jpg,-1,-1,1,-1,-1
055114.jpg,-1,1,1,-1,-1
082711.jpg,1,-1,1,1,-1
091888.jpg,-1,1,1,-1,-1
037452.jpg,1,-1,-1,-1,-1
168132.jpg,-1,1,1,-1,-1
056200.jpg,-1,-1,1,-1,-1
116767.jpg,-1,-1,1,-1,-1
008228.jpg,1,-1,1,-1,-1
135828.jpg,1,-1,1,1,-1
011044.jpg,1,-1,1,1,-1
124928.jpg,1,1,1,-1,-1
126680.jpg,1,1,1,-1,-1
128949.jpg,1,-1,1,1,-1
143674.jpg,1,1,1,-1,-1
119859.jpg,1,1,1,-1,-1
147855.jpg,-1,1,-1,-1,-1
081525.jpg,-1,1,-1,-1,-1
049100.jpg,-1,-1,1,-1,-1
136364.jpg,-1,-1,1,-1,-1
042611.jpg,-1,-1,1,-1,-1
149775.jpg,-1,-1,1,1,-1
038205.jpg,1,-1,1,-1,-1
121488.jpg,1,-1,-1,-1,-1
120377.jpg,1,-1,1,-1,-1
026785.jpg,1,1,1,-1,-1
044743.jpg,1,1,-1,-1,1
082877.jpg,1,-1,1,-1,-1
054177.jpg,-1,-1,1,-1,-1
156614.jpg,-1,-1,1,-1,-1
093486.jpg,-1,-1,1,-1,-1
190769.jpg,1,-1,1,-1,-1
111810.jpg,-1,-1,1,-1,-1
034775.jpg,-1,-1,1,-1,-1
143699.jpg,1,-1,1,-1,-1
125349.jpg,-1,-1,1,-1,-1
143470.jpg,-1,1,-1,1,-1
012978.jpg,1,-1,1,-1,-1
047200.jpg,-1,-1,1,-1,-1
032074.jpg,1,-1,1,-1,-1
127359.jpg,1,-1,1,1,-1
154624.jpg,1,-1,1,-1,-1
056279.jpg,-1,1,1,-1,-1
144512.jpg,1,1,1,-1,-1
010657.jpg,1,-1,1,1,-1
116178.jpg,-1,1,-1,-1,-1
169967.jpg,-1,-1,1,1,-1
055875.jpg,-1,1,-1,-1,-1
136197.jpg,-1,-1,1,-1,-1
030674.jpg,1,1,1,-1,-1
136924.jpg,-1,-1,1,-1,-1
192257.jpg,1,-1,1,-1,-1
020219.jpg,1,1,1,-1,-1
183821.jpg,1,-1,1,-1,-1
029244.jpg,-1,1,1,-1,-1
121778.jpg,-1,1,-1,-1,1
042576.jpg,-1,1,1,-1,-1
043719.jpg,-1,-1,1,-1,-1
080650.jpg,1,-1,-1,1,-1
091374.jpg,1,-1,1,-1,-1
156111.jpg,-1,-1,1,1,-1
106509.jpg,1,1,1,-1,-1
055355.jpg,1,-1,1,-1,-1
184148.jpg,1,-1,1,-1,-1
013890.jpg,-1,1,-1,-1,-1
029226.jpg,-1,-1,1,-1,-1
049023.jpg,1,-1,1,-1,-1
191903.jpg,-1,-1,1,-1,-1
162616.jpg,-1,-1,1,-1,-1
044095.jpg,-1,-1,1,-1,-1
152243.jpg,1,1,1,-1,-1
010895.jpg,-1,-1,1,1,-1
012563.jpg,1,-1,1,1,-1
021647.jpg,1,-1,1,-1,-1
175049.jpg,-1,-1,1,-1,-1
113108.jpg,1,-1,1,-1,-1
060627.jpg,-1,1,1,-1,-1
125247.jpg,-1,-1,1,1,-1
022250.jpg,-1,-1,1,-1,-1
081276.jpg,1,1,-1,-1,-1
007690.jpg,1,1,-1,-1,-1
054031.jpg,-1,-1,1,-1,-1
043747.jpg,1,-1,1,1,-1
191023.jpg,1,-1,1,-1,-1
130604.jpg,-1,1,-1,-1,-1
080744.jpg,-1,-1,1,-1,-1
032386.jpg,-1,-1,1,-1,1
019291.jpg,-1,-1,1,-1,-1
164095.jpg,1,-1,1,-1,-1
192284.jpg,-1,1,-1,-1,-1
169431.jpg,-1,-1,1,1,-1
067756.jpg,-1,-1,1,1,-1
101602.jpg,1,1,1,-1,-1
127416.jpg,1,-1,1,-1,-1
059214.jpg,-1,1,1,-1,-1
176607.jpg,1,-1,1,1,-1
067072.jpg,1,1,-1,-1,-1
072452.jpg,-1,-1,1,-1,-1
153051.jpg,-1,1,1,-1,-1
188293.jpg,-1,-1,1,-1,-1
076754.jpg,1,-1,1,-1,-1
051368.jpg,-1,-1,1,-1,-1
044075.jpg,-1,1,1,-1,-1
183611.jpg,-1,-1,-1,1,-1
166823.jpg,1,1,-1,-1,-1
005016.jpg,-1,-1,1,1,-1
195550.jpg,-1,-1,1,-1,-1
141454.jpg,-1,-1,1,-1,-1
020543.jpg,-1,1,-1,-1,-1
033061.jpg,-1,-1,1,-1,-1
075386.jpg,1,1,1,-1,-1
009356.jpg,1,1,-1,-1,-1
137049.jpg,1,-1,-1,-1,-1
008190.jpg,1,-1,1,-1,1
066507.jpg,-1,-1,1,-1,1
091174.jpg,1,-1,1,-1,-1
063541.jpg,-1,-1,1,-1,-1
048480.jpg,1,-1,1,-1,-1
118675.jpg,-1,1,1,-1,-1
046348.jpg,-1,-1,1,1,-1
175131.jpg,-1,1,-1,-1,-1
127475.jpg,1,-1,1,1,-1
139773.jpg,-1,-1,-1,1,-1
020855.jpg,-1,1,1,-1,-1
126705.jpg,1,1,1,-1,-1
083200.jpg,1,-1,1,-1,-1
192544.jpg,1,-1,1,-1,-1
188148.jpg,1,-1,-1,-1,-1
178801.jpg,-1,1,1,-1,-1
028848.jpg,1,1,-1,-1,-1
185220.jpg,-1,1,1,-1,-1
042098.jpg,1,-1,1,-1,-1
151645.jpg,1,1,-1,-1,-1
014944.jpg,-1,-1,1,-1,-1
155318.jpg,-1,-1,-1,-1,-1
077602.jpg,-1,-1,1,-1,-1
007961.jpg,-1,-1,-1,-1,-1
170139.jpg,1,-1,1,-1,-1
167070.jpg,1,-1,1,-1,-1
001184.jpg,-1,-1,1,-1,-1
189227.jpg,-1,-1,1,-1,-1
093737.jpg,1,-1,1,-1,-1
069402.jpg,-1,-1,-1,1,-1
037323.jpg,1,-1,1,-1,-1
120681.jpg,-1,1,-1,-1,-1
082051.jpg,-1,1,1,-1,-1
133536.jpg,1,1,1,-1,-1
178328.jpg,1,-1,1,1,-1
180347.jpg,-1,-1,1,-1,1
084669.jpg,1,-1,1,1,-1
078867.jpg,1,-1,-1,-1,-1
121029.jpg,1,-1,1,-1,-1
079400.jpg,1,1,1,-1,-1
087293.jpg,-1,1,1,-1,-1
097524.jpg,-1,1,1,-1,-1
071209.jpg,-1,-1,1,-1,-1
156592.jpg,-1,-1,-1,-1,-1
118542.jpg,1,-1,-1,1,-1
157838.jpg,-1,1,1,-1,-1
078955.jpg,-1,1,-1,-1,-1
195815.jpg,-1,-1,-1,-1,-1
067378.jpg,-1,-1,1,1,-1
008078.jpg,-1,-1,1,-1,-1
149267.jpg,-1,1,1,-1,-1
032751.jpg,1,-1,1,-1,-1
021599.jpg,1,-1,1,-1,-1
154346.jpg,1,-1,1,-1,-1
112512.jpg,1,-1,1,-1,-1
083251.jpg,-1,1,-1,-1,1
175987.jpg,-1,-1,1,-1,-1
032026.jpg,-1,-1,1,1,-1
150061.jpg,-1,-1,1,1,-1
078840.jpg,1,1,1,-1,-1
048876.jpg,1,-1,1,1,-1
008237.jpg,-1,1,1,-1,1
132963.jpg,1,-1,1,-1,-1
177393.jpg,-1,1,-1,-1,-1
137961.jpg,1,-1,-1,-1,-1
155386.jpg,1,1,1,-1,-1
103784.jpg,-1,1,1,-1,-1
188815.jpg,1,-1,1,-1,-1
191466.jpg,1,-1,1,1,-1
170819.jpg,1,-1,1,1,-1
165252.jpg,-1,1,-1,-1,1
181326.jpg,-1,1,1,-1,1
025354.jpg,1,-1,1,-1,-1
199625.jpg,1,-1,1,-1,-1
053986.jpg,1,-1,-1,-1,-1
004020.jpg,1,-1,1,1,-1
054520.jpg,-1,1,1,-1,-1
096894.jpg,1,-1,1,-1,-1
049634.jpg,-1,-1,1,1,-1
116782.jpg,1,-1,1,-1,-1
136392.jpg,-1,1,1,-1,-1
095188.jpg,-1,1,1,-1,-1
129776.jpg,-1,-1,1,1,-1
120505.jpg,1,1,1,-1,-1
167258.jpg,-1,-1,1,-1,-1
064594.jpg,-1,1,1,-1,1
187535.jpg,-1,-1,1,1,-1
159083.jpg,1,-1,1,-1,-1
109285.jpg,-1,1,1,-1,-1
040371.jpg,-1,-1,1,-1,-1
173617.jpg,-1,-1,1,-1,-1
099098.jpg,1,-1,1,-1,-1
155444.jpg,-1,1,1,-1,-1
003078.jpg,1,-1,1,-1,-1
059360.jpg,1,-1,1,1,-1
122886.jpg,-1,1,-1,-1,-1
101234.jpg,1,-1,1,1,-1
042700.jpg,-1,-1,1,-1,-1
196006.jpg,-1,-1,1,-1,-1
041080.jpg,-1,-1,1,-1,1
081654.jpg,1,1,1,-1,-1
052298.jpg,1,1,-1,-1,-1
170195.jpg,-1,-1,1,-1,-1
113761.jpg,-1,1,1,-1,1
182952.jpg,-1,-1,1,-1,-1
147930.jpg,-1,1,1,-1,-1
018189.jpg,1,1,1,-1,-1
024992.jpg,-1,-1,1,-1,-1
112658.jpg,1,-1,1,-1,-1
152829.jpg,-1,-1,1,-1,-1
004346.jpg,1,-1,1,-1,-1
096475.jpg,-1,1,-1,-1,-1
001782.jpg,-1,1,1,-1,-1
049871.jpg,1,1,-1,-1,-1
061781.jpg,1,-1,1,-1,-1
032312.jpg,-1,1,1,-1,-1
065576.jpg,-1,1,-1,-1,-1
034515.jpg,1,-1,-1,1,-1
120366.jpg,-1,1,1,-1,-1
023468.jpg,-1,-1,1,-1,-1
075142.jpg,-1,1,1,-1,-1
170707.jpg,1,1,1,-1,-1
131290.jpg,1,-1,-1,-1,-1
087070.jpg,-1,-1,1,1,-1
031727.jpg,-1,1,1,-1,-1
059877.jpg,-1,-1,1,-1,-1
126350.jpg,1,-1,1,-1,-1
029204.jpg,-1,1,1,-1,1
145865.jpg,1,1,-1,-1,-1
171235.jpg,1,1,-1,-1,-1
165603.jpg,1,-1,1,-1,-1
063964.jpg,1,-1,1,-1,-1
160482.jpg,-1,-1,1,-1,-1
104232.jpg,-1,1,-1,-1,-1
106464.jpg,-1,1,1,-1,-1
181343.jpg,1,-1,1,-1,-1
175853.jpg,-1,1,1,-1,-1
125767.jpg,-1,-1,1,1,-1
123430.jpg,1,1,1,-1,-1
158953.jpg,-1,-1,1,1,-1
184613.jpg,1,-1,1,1,-1
093155.jpg,1,1,1,-1,-1
076432.jpg,-1,-1,1,1,-1
063379.jpg,-1,1,1,-1,-1
138894.jpg,1,-1,-1,-1,-1
103553.jpg,-1,-1,1,-1,-1
011752.jpg,-1,1,1,-1,-1
050788.jpg,-1,1,1,-1,-1
138241.jpg,1,-1,1,-1,-1
092231.jpg,-1,-1,1,-1,-1
146879.jpg,1,-1,1,-1,-1
118304.jpg,-1,-1,1,1,-1
195652.jpg,-1,-1,1,-1,-1
009011.jpg,1,-1,-1,-1,-1
048769.jpg,1,-1,1,1,-1
153846.jpg,-1,1,1,-1,-1
021615.jpg,-1,-1,1,-1,-1
162597.jpg,-1,-1,1,-1,-1
010004.jpg,1,1,1,-1,-1
041855.jpg,-1,1,-1,-1,-1
149063.jpg,-1,1,-1,-1,-1
109277.jpg,1,-1,1,-1,-1
094142.jpg,-1,1,1,-1,-1
003565.jpg,-1,1,1,-1,-1
172227.jpg,-1,-1,1,-1,-1
087086.jpg,1,1,1,-1,-1
018281.jpg,-1,1,-1,-1,1
196032.jpg,-1,-1,1,-1,-1
051301.jpg,-1,1,1,-1,-1
033397.jpg,-1,1,-1,-1,-1
012685.jpg,-1,1,1,-1,-1
026714.jpg,1,-1,1,-1,-1
049149.jpg,1,1,-1,-1,-1
197841.jpg,1,-1,-1,1,-1
153909.jpg,-1,-1,1,-1,-1
114150.jpg,-1,-1,1,-1,-1
026306.jpg,1,1,-1,-1,-1
190483.jpg,1,1,-1,-1,-1
043574.jpg,1,-1,1,-1,-1
014188.jpg,-1,1,1,-1,-1
105980.jpg,1,-1,1,-1,-1
092209.jpg,-1,-1,1,-1,-1
096010.jpg,1,1,1,-1,-1
055270.jpg,1,-1,-1,1,-1
198486.jpg,-1,1,1,-1,-1
200160.jpg,1,-1,1,-1,-1
059365.jpg,1,-1,1,-1,-1
010481.jpg,-1,-1,1,1,-1
189737.jpg,-1,-1,1,1,-1
196023.jpg,-1,1,-1,-1,-1
119939.jpg,1,1,1,-1,-1
054382.jpg,-1,1,1,-1,-1
202342.jpg,1,-1,1,-1,-1
148896.jpg,1,-1,1,-1,-1
187493.jpg,-1,1,-1,-1,-1
114706.jpg,-1,1,1,-1,-1
039437.jpg,1,1,1,-1,-1
132538.jpg,1,-1,1,-1,-1
138817.jpg,-1,1,1,-1,-1
054666.jpg,-1,-1,1,-1,-1
071584.jpg,-1,-1,1,-1,-1
121720.jpg,1,-1,1,-1,-1
183561.jpg,1,-1,1,-1,-1
058586.jpg,1,-1,-1,-1,-1
072613.jpg,-1,1,1,-1,-1
083017.jpg,1,-1,1,-1,-1
114332.jpg,1,-1,-1,1,-1
196400.jpg,1,-1,1,-1,-1
020815.jpg,1,-1,1,-1,-1
185910.jpg,-1,1,-1,-1,-1
186124.jpg,1,1,1,-1,-1
171533.jpg,-1,1,1,-1,-1
092157.jpg,1,-1,1,-1,-1
007153.jpg,-1,-1,1,-1,1
057419.jpg,-1,1,1,-1,-1
064643.jpg,1,-1,1,1,-1
162007.jpg,-1,-1,1,1,-1
140892.jpg,1,-1,1,-1,-1
111857.jpg,1,-1,1,-1,-1
010806.jpg,1,-1,1,1,-1
189925.jpg,1,-1,-1,-1,-1
174607.jpg,-1,1,1,-1,-1
103873.jpg,-1,-1,1,-1,-1
043667.jpg,-1,1,1,-1,-1
004949.jpg,-1,-1,1,-1,-1
094701.jpg,-1,1,-1,-1,-1
048823.jpg,-1,-1,1,-1,-1
030964.jpg,1,-1,1,-1,-1
040338.jpg,1,-1,1,-1,-1
154549.jpg,-1,-1,1,-1,-1
127698.jpg,1,-1,1,-1,-1
134582.jpg,1,1,1,-1,-1
107191.jpg,1,1,-1,-1,-1
075553.jpg,-1,-1,1,1,-1
060378.jpg,1,-1,1,-1,-1
084005.jpg,-1,-1,1,-1,-1
073879.jpg,-1,-1,1,-1,-1
120416.jpg,1,1,1,-1,-1
185747.jpg,-1,-1,1,-1,-1
045791.jpg,-1,-1,1,-1,-1
177451.jpg,-1,-1,1,-1,-1
046594.jpg,-1,-1,1,-1,-1
011935.jpg,1,-1,1,-1,-1
141415.jpg,1,-1,1,-1,-1
025583.jpg,-1,-1,1,1,-1
159269.jpg,-1,-1,1,-1,-1
184430.jpg,-1,1,-1,-1,-1
113964.jpg,-1,1,1,-1,-1
174363.jpg,-1,-1,1,-1,-1
092301.jpg,-1,-1,1,-1,-1
115102.jpg,-1,-1,1,-1,-1
046464.jpg,1,-1,1,-1,-1
007446.jpg,-1,1,-1,1,-1
025443.jpg,-1,1,-1,-1,-1
112497.jpg,1,-1,-1,1,-1
049290.jpg,1,1,-1,-1,-1
105995.jpg,-1,-1,1,1,-1
104259.jpg,1,-1,-1,-1,-1
038596.jpg,-1,1,1,-1,-1
121780.jpg,1,-1,1,1,-1
170153.jpg,1,-1,1,-1,-1
187362.jpg,-1,-1,1,-1,-1
105176.jpg,1,-1,1,-1,-1
106553.jpg,1,1,-1,-1,-1
139032.jpg,1,-1,-1,-1,-1
096106.jpg,-1,-1,1,-1,-1
104165.jpg,1,1,1,-1,-1
155506.jpg,1,-1,-1,-1,-1
181396.jpg,1,-1,1,-1,1
037182.jpg,1,1,1,-1,-1
022590.jpg,-1,1,1,-1,-1
137373.jpg,1,-1,1,1,-1
195615.jpg,1,1,-1,-1,-1
032524.jpg,-1,1,1,-1,-1
170021.jpg,-1,1,-1,-1,-1
137807.jpg,1,-1,-1,-1,-1
056705.jpg,-1,-1,1,1,1
055589.jpg,1,-1,-1,1,-1
109171.jpg,-1,-1,1,-1,-1
030069.jpg,1,-1,-1,-1,-1
062412.jpg,1,-1,1,1,-1
126898.jpg,-1,1,1,-1,-1
195325.jpg,1,-1,1,-1,-1
198884.jpg,-1,1,1,-1,-1
071786.jpg,-1,-1,1,-1,1
144131.jpg,1,-1,-1,-1,-1
162915.jpg,1,-1,1,-1,-1
143779.jpg,-1,-1,1,-1,-1
028829.jpg,1,-1,1,-1,-1
138431.jpg,1,-1,1,1,-1
030754.jpg,-1,1,1,-1,-1
175035.jpg,-1,1,-1,-1,-1
028704.jpg,-1,1,-1,-1,1
151983.jpg,-1,-1,1,-1,-1
045449.jpg,-1,1,1,-1,1
059099.jpg,1,1,-1,-1,-1
097737.jpg,-1,1,1,-1,1
142526.jpg,1,1,1,-1,-1
130496.jpg,-1,1,-1,-1,-1
031292.jpg,1,1,1,-1,1
116629.jpg,1,-1,1,-1,-1
164234.jpg,1,-1,1,-1,-1
091159.jpg,1,1,1,-1,-1
146812.jpg,1,-1,1,-1,-1
197699.jpg,-1,-1,1,-1,-1
125511.jpg,-1,-1,1,-1,-1
158063.jpg,-1,-1,1,-1,-1
131589.jpg,-1,-1,1,-1,-1
096425.jpg,1,-1,1,-1,-1
088731.jpg,1,-1,1,1,-1
096268.jpg,-1,1,1,-1,-1
012351.jpg,1,-1,1,-1,-1
170316.jpg,-1,-1,1,-1,-1
151606.jpg,1,1,1,-1,-1
018451.jpg,-1,1,1,-1,-1
185376.jpg,-1,-1,1,-1,-1
067205.jpg,-1,1,-1,-1,-1
200109.jpg,-1,-1,1,-1,-1
147009.jpg,1,-1,1,1,-1
136049.jpg,-1,1,-1,-1,-1
140867.jpg,-1,1,1,-1,-1
011202.jpg,1,1,1,-1,-1
122104.jpg,-1,-1,1,-1,-1
089179.jpg,-1,-1,1,-1,-1
096026.jpg,1,-1,1,-1,-1
003336.jpg,1,-1,1,-1,-1
018431.jpg,1,1,-1,-1,-1
054482.jpg,-1,-1,1,-1,-1
096737.jpg,-1,1,-1,1,-1
183112.jpg,-1,1,1,-1,-1
124281.jpg,1,1,1,-1,-1
013088.jpg,-1,-1,-1,-1,-1
159639.jpg,-1,1,-1,-1,-1
110897.jpg,1,1,1,-1,-1
142021.jpg,1,1,1,-1,-1
116692.jpg,1,1,-1,-1,-1
032004.jpg,1,-1,1,-1,-1
005828.jpg,-1,1,1,1,-1
041265.jpg,-1,1,1,-1,-1
088301.jpg,-1,1,-1,-1,-1
160921.jpg,-1,-1,1,-1,-1
028375.jpg,1,-1,1,-1,-1
013284.jpg,-1,-1,1,-1,1
002905.jpg,1,-1,1,-1,-1
110069.jpg,-1,1,1,-1,-1
074403.jpg,-1,-1,1,1,-1
144809.jpg,1,-1,1,1,-1
103796.jpg,1,1,1,-1,1
165992.jpg,1,1,1,-1,-1
198024.jpg,1,-1,1,1,-1
028112.jpg,-1,1,1,-1,-1
180956.jpg,-1,-1,1,-1,-1
003171.jpg,1,-1,1,-1,-1
109512.jpg,1,1,-1,-1,-1
041201.jpg,-1,-1,1,-1,-1
110036.jpg,-1,-1,-1,1,-1
165504.jpg,-1,-1,1,-1,-1
146059.jpg,1,-1,1,-1,-1
181290.jpg,1,-1,1,-1,-1
060980.jpg,1,1,1,-1,-1
178238.jpg,1,-1,1,-1,-1
009747.jpg,-1,-1,1,-1,-1
153062.jpg,-1,-1,1,-1,-1
190242.jpg,-1,-1,1,-1,-1
026187.jpg,-1,-1,1,-1,-1
048683.jpg,-1,-1,1,-1,-1
061579.jpg,-1,-1,1,-1,-1
193390.jpg,1,-1,1,-1,-1
095191.jpg,1,-1,-1,-1,-1
061894.jpg,-1,-1,1,-1,-1
186527.jpg,1,-1,1,-1,-1
175780.jpg,1,-1,1,-1,-1
074665.jpg,-1,1,-1,-1,-1
117549.jpg,-1,-1,1,-1,-1
078699.jpg,-1,-1,1,-1,-1
068934.jpg,-1,-1,1,-1,-1
135780.jpg,1,1,-1,-1,-1
100819.jpg,1,-1,1,-1,-1
056129.jpg,-1,1,-1,-1,-1
074873.jpg,1,1,1,1,-1
006020.jpg,1,-1,1,-1,-1
019180.jpg,1,1,1,-1,-1
060191.jpg,-1,1,1,-1,1
002617.jpg,1,1,1,-1,-1
145023.jpg,1,-1,-1,-1,-1
019082.jpg,1,1,-1,-1,-1
181049.jpg,-1,-1,-1,-1,-1
137079.jpg,1,-1,1,-1,-1
039752.jpg,1,-1,-1,-1,-1
012185.jpg,1,1,1,-1,-1
001689.jpg,-1,1,1,-1,-1
175770.jpg,1,-1,1,-1,-1
174480.jpg,1,1,-1,-1,-1
096489.jpg,-1,1,1,-1,-1
164293.jpg,1,-1,1,1,-1
151829.jpg,1,1,-1,-1,-1
192824.jpg,1,-1,1,-1,-1
178826.jpg,1,-1,1,-1,-1
157507.jpg,1,1,1,-1,-1
016332.jpg,-1,1,1,-1,-1
050310.jpg,1,1,-1,-1,-1
066564.jpg,-1,-1,1,-1,-1
148953.jpg,1,1,-1,-1,-1
080511.jpg,-1,-1,1,-1,-1
017613.jpg,1,1,1,-1,-1
155658.jpg,1,-1,1,-1,-1
006198.jpg,1,1,-1,-1,-1
013962.jpg,-1,1,1,-1,-1
011514.jpg,-1,1,1,-1,-1
107619.jpg,1,1,-1,-1,-1
145677.jpg,1,1,1,-1,-1
200827.jpg,1,-1,1,-1,-1
051164.jpg,-1,1,1,-1,-1
162292.jpg,1,-1,1,-1,-1
147912.jpg,1,1,1,-1,-1
064717.jpg,1,-1,1,-1,-1
082413.jpg,1,1,-1,-1,-1
169135.jpg,-1,-1,1,-1,-1
167473.jpg,1,-1,-1,-1,-1
106884.jpg,1,-1,1,1,-1
090523.jpg,-1,-1,1,-1,-1
040841.jpg,1,1,1,-1,-1
142777.jpg,-1,-1,1,-1,-1
064957.jpg,-1,-1,1,-1,-1
017495.jpg,1,-1,-1,-1,-1
168534.jpg,1,1,-1,-1,-1
122277.jpg,1,-1,1,1,-1
156824.jpg,1,1,1,-1,-1
170704.jpg,1,1,1,-1,-1
148911.jpg,1,1,1,-1,-1
040477.jpg,-1,-1,1,-1,-1
047333.jpg,-1,-1,1,-1,-1
052100.jpg,-1,1,1,-1,1
013862.jpg,-1,1,-1,-1,-1
135781.jpg,-1,1,-1,-1,-1
004715.jpg,-1,-1,1,1,-1
093509.jpg,1,-1,1,1,-1
101050.jpg,1,-1,1,-1,-1
078986.jpg,-1,1,1,-1,-1
155854.jpg,1,-1,1,-1,-1
118009.jpg,-1,-1,-1,1,-1
081946.jpg,-1,1,1,-1,-1
091181.jpg,-1,1,1,1,-1
102002.jpg,1,-1,1,-1,-1
029676.jpg,1,-1,1,-1,-1
101378.jpg,-1,1,-1,-1,-1
018678.jpg,1,-1,1,-1,-1
173015.jpg,-1,1,-1,-1,-1
040989.jpg,1,1,-1,-1,-1
059592.jpg,1,1,1,-1,-1
013457.jpg,1,-1,1,-1,-1
167429.jpg,1,-1,1,-1,-1
091935.jpg,1,-1,1,-1,-1
044518.jpg,-1,1,1,-1,-1
119254.jpg,-1,1,1,-1,-1
018694.jpg,1,1,1,-1,-1
016190.jpg,-1,1,1,-1,-1
148306.jpg,1,1,-1,-1,1
130030.jpg,1,-1,1,-1,-1
180804.jpg,-1,-1,1,-1,-1
119237.jpg,-1,1,1,-1,-1
019483.jpg,1,-1,1,-1,-1
125677.jpg,-1,1,1,-1,-1
093285.jpg,1,1,1,-1,-1
191423.jpg,-1,-1,1,-1,-1
162937.jpg,1,1,1,-1,-1
126837.jpg,1,1,1,-1,-1
180508.jpg,-1,-1,1,-1,-1
151707.jpg,1,-1,1,-1,-1
140480.jpg,-1,-1,1,-1,-1
006281.jpg,-1,-1,1,-1,-1
084930.jpg,-1,-1,1,-1,-1
005298.jpg,1,-1,1,-1,-1
009285.jpg,-1,-1,1,1,-1
082325.jpg,1,-1,1,-1,-1
009733.jpg,-1,1,1,-1,-1
010425.jpg,1,-1,1,-1,-1
095034.jpg,-1,-1,1,1,-1
051977.jpg,1,1,1,-1,-1
031044.jpg,-1,1,1,-1,-1
153541.jpg,-1,-1,1,-1,-1
147485.jpg,1,-1,1,-1,-1
172822.jpg,1,-1,1,-1,-1
139284.jpg,1,-1,1,-1,-1
004049.jpg,1,-1,-1,1,-1
087552.jpg,1,-1,1,-1,1
026587.jpg,1,-1,1,-1,-1
201397.jpg,-1,-1,1,-1,-1
011207.jpg,-1,-1,1,-1,-1
054414.jpg,-1,-1,1,-1,-1
002139.jpg,-1,1,1,-1,1
002174.jpg,1,-1,1,-1,-1
147270.jpg,-1,-1,1,-1,-1
093916.jpg,-1,1,-1,-1,-1
119609.jpg,-1,1,1,-1,-1
094367.jpg,-1,1,-1,-1,-1
043742.jpg,1,-1,1,-1,-1
156941.jpg,-1,-1,1,-1,-1
147960.jpg,1,-1,1,-1,-1
010753.jpg,1,1,-1,-1,-1
136482.jpg,-1,-1,1,-1,-1
189113.jpg,-1,-1,1,-1,-1
164909.jpg,1,1,1,-1,-1
072659.jpg,-1,1,1,-1,-1
140118.jpg,-1,1,1,-1,-1
158604.jpg,-1,-1,1,-1,-1
017580.jpg,-1,-1,1,-1,-1
011977.jpg,1,1,1,-1,-1
080828.jpg,-1,-1,1,-1,-1
110013.jpg,-1,-1,1,1,-1
000876.jpg,1,-1,1,-1,-1
069187.jpg,1,-1,1,-1,-1
169698.jpg,1,1,-1,-1,-1
187013.jpg,1,1,-1,-1,1
056130.jpg,1,-1,-1,-1,-1
071978.jpg,1,1,1,-1,-1
132996.jpg,1,1,1,-1,-1
115586.jpg,-1,-1,1,-1,-1
102569.jpg,-1,1,1,-1,1
156147.jpg,-1,1,1,-1,-1
149997.jpg,1,1,1,-1,-1
065846.jpg,1,-1,-1,-1,-1
126642.jpg,1,1,-1,-1,-1
166080.jpg,-1,-1,1,-1,-1
166039.jpg,1,-1,1,1,-1
165456.jpg,-1,1,1,-1,-1
012076.jpg,1,-1,1,1,-1
194084.jpg,1,-1,1,-1,-1
198285.jpg,-1,1,1,-1,-1
079605.jpg,1,-1,1,1,-1
028078.jpg,-1,-1,1,-1,-1
000670.jpg,1,1,1,-1,-1
188367.jpg,-1,1,1,-1,-1
193568.jpg,-1,1,-1,-1,-1
009998.jpg,-1,-1,1,1,-1
087529.jpg,1,-1,1,-1,-1
104146.jpg,-1,-1,1,1,-1
095227.jpg,-1,1,-1,1,-1
036165.jpg,-1,-1,-1,-1,-1
186025.jpg,-1,1,1,-1,-1
165047.jpg,1,1,1,-1,-1
178491.jpg,1,1,1,-1,-1
184990.jpg,1,1,1,-1,-1
195354.jpg,1,-1,1,1,-1
151894.jpg,-1,1,-1,-1,1
070128.jpg,1,-1,1,1,-1
074476.jpg,1,1,-1,-1,-1
039004.jpg,-1,-1,1,-1,-1
084777.jpg,1,-1,1,-1,-1
005489.jpg,-1,1,-1,-1,-1
101486.jpg,1,-1,1,-1,-1
186329.jpg,-1,1,1,-1,-1
076446.jpg,-1,-1,1,1,-1
127029.jpg,-1,1,1,-1,-1
120463.jpg,-1,-1,1,-1,-1
082937.jpg,1,1,1,-1,-1
091751.jpg,1,-1,1,-1,-1
016299.jpg,-1,-1,1,1,-1
137432.jpg,-1,-1,1,-1,-1
063736.jpg,1,-1,1,1,-1
034757.jpg,-1,1,-1,-1,-1
050505.jpg,1,-1,1,-1,-1
